,Dataset,Method,Mask Type,Ratio,Avg MSE,STD of MSE,Avg Acc,STD of Acc
310,news,Hyperimpute,MNAR,0.75,197.4601116617197,40.26038058240386,23.023977935515955,5.437064170480856
311,shoppers,Hyperimpute,MAR,0.25,0.5765569153903843,0.0732410427092108,39.64135557853207,6.219559602045154
312,shoppers,Hyperimpute,MAR,0.5,0.7102178532536798,0.0516117120760867,37.64541100038829,7.707192939235639
313,shoppers,Hyperimpute,MAR,0.75,1.0530661644928796,0.0934522905890663,41.156602404918765,6.034204749360509
314,shoppers,Hyperimpute,MCAR,0.25,0.6315160405931105,0.0746190807402945,44.91395717496712,1.005256617365413
315,shoppers,Hyperimpute,MCAR,0.5,0.8304229303552892,0.0705083714738505,43.78237742744354,0.94153702786981
316,shoppers,Hyperimpute,MCAR,0.75,1.0792483442625158,0.112441673744973,42.39955343309302,1.3802254341288944
317,shoppers,Hyperimpute,MNAR,0.25,0.7087670245343995,0.0760193577967367,45.11169564182271,0.9673509113865276
318,shoppers,Hyperimpute,MNAR,0.5,0.8049636202492003,0.0624448582148467,43.07071473393079,1.8668610249526767
319,shoppers,Hyperimpute,MNAR,0.75,1.1026118816957564,0.134997079074972,43.20179407097565,2.9968430459162674
320,adult,Miracle,MAR,0.25,2.168993359381912,0.3416428516562046,42.09879798569617,5.851253639230843
321,adult,Miracle,MAR,0.5,2.081045819863998,0.3983489900651421,33.73194503236063,8.8907095201053
322,adult,Miracle,MAR,0.75,1.2736769914823851,0.0421374870632591,35.46104825129207,2.508437162521526
323,adult,Miracle,MCAR,0.25,1.1182796005435462,0.0393684125067171,43.48062330369554,0.8903720073854753
324,adult,Miracle,MCAR,0.5,3.9998826520248265,0.5612855957723667,30.244406643700312,1.1911373402038072
325,adult,Miracle,MCAR,0.75,1.4721814850674204,0.1366490419303205,33.68001427826793,0.7393851577316903
326,adult,Miracle,MNAR,0.25,1.3260576226626433,0.1591451706278999,43.114642289021546,1.7555923718319555
327,adult,Miracle,MNAR,0.5,3.960795169605725,0.5173916556806171,31.105012040865425,1.3193179516189193
328,adult,Miracle,MNAR,0.75,1.709349852034883,0.2257228789679984,31.49511694807227,2.887652284389616
329,bean,Miracle,MAR,0.25,0.3074994704332231,0.119959253033461,,
330,bean,Miracle,MAR,0.5,0.4879734997789272,0.0621194164449153,,
331,bean,Miracle,MAR,0.75,0.7472347919946729,0.0558091227702918,,
332,bean,Miracle,MCAR,0.25,0.08489730496871,0.0042697585903113,,
333,bean,Miracle,MCAR,0.5,0.1606951153963727,0.0232765779958305,,
334,bean,Miracle,MCAR,0.75,0.5253226552641298,0.0237940346597677,,
335,bean,Miracle,MNAR,0.25,0.2674193668369483,0.14987574276667,,
336,bean,Miracle,MNAR,0.5,0.3937010021494819,0.1287642893775311,,
337,bean,Miracle,MNAR,0.75,0.7995897572117594,0.0484754070234118,,
338,california,Miracle,MAR,0.25,0.5004748686778062,0.1079763801030015,,
339,california,Miracle,MAR,0.5,0.9176821119217357,0.0741072912574848,,
340,california,Miracle,MAR,0.75,0.975625804590434,0.0160527625482921,,
341,california,Miracle,MCAR,0.25,0.3808347477489034,0.0243813688648567,,
342,california,Miracle,MCAR,0.5,0.8254847828707769,0.0480386355927559,,
343,california,Miracle,MCAR,0.75,0.8936488331257187,0.0627872073200599,,
344,california,Miracle,MNAR,0.25,0.5501671125883593,0.2036932998033611,,
345,california,Miracle,MNAR,0.5,0.916209737640996,0.1739244820108713,,
346,california,Miracle,MNAR,0.75,0.9451146796803296,0.0602090001137325,,
347,default,Miracle,MAR,0.25,1.511452627429436,0.3777824686159393,58.50517255547216,5.046460116015336
348,default,Miracle,MAR,0.5,1.034228076273905,0.1908108202509843,55.10518715847127,1.927001490031291
349,default,Miracle,MAR,0.75,2866367866.003648,5732735421.019942,41.74478455685984,14.874502949819364
350,default,Miracle,MCAR,0.25,0.8333128224312751,0.1108045604368302,65.22890685866834,2.065936814649384
351,default,Miracle,MCAR,0.5,1.3739548161371338,0.0893720262701293,56.03035007158436,1.3479270264750065
352,default,Miracle,MCAR,0.75,48513.91923265862,97025.89386372184,49.01968369028164,10.053722122349406
353,default,Miracle,MNAR,0.25,0.95447608887832,0.1530511068777899,63.90351552594338,4.915249291400623
354,default,Miracle,MNAR,0.5,1.2989349830022283,0.1740270376490648,54.31665939339975,1.6429600634532515
355,default,Miracle,MNAR,0.75,0.9351287320979376,0.0764304545956423,53.437430131594205,1.90165249166204
356,gesture,Miracle,MAR,0.25,0.93767537617324,0.1037877079147683,,
357,gesture,Miracle,MAR,0.5,1.038211665884471,0.0867295250099277,,
358,gesture,Miracle,MAR,0.75,1.234600646142319,0.0485785299572428,,
359,gesture,Miracle,MCAR,0.25,0.8555551354988046,0.0493194071074794,,
360,gesture,Miracle,MCAR,0.5,1.2066725955796638,0.0220424910225422,,
361,gesture,Miracle,MCAR,0.75,1.2277726296657068,0.0404588784613185,,
362,gesture,Miracle,MNAR,0.25,1.039754632199544,0.0659899255819096,,
363,gesture,Miracle,MNAR,0.5,1.22642299228612,0.0646018286813698,,
364,gesture,Miracle,MNAR,0.75,1.2522131462950852,0.0451749378109406,,
365,letter,Miracle,MAR,0.25,1.3206676719927464,0.106530612974875,,
366,letter,Miracle,MAR,0.5,0.8264435924482358,0.025463885199694,,
367,letter,Miracle,MAR,0.75,1.0039619687335315,0.0237793725886392,,
368,letter,Miracle,MCAR,0.25,0.4459839870851559,0.029619243361863,,
369,letter,Miracle,MCAR,0.5,0.8936465651648428,0.043806346127525,,
370,letter,Miracle,MCAR,0.75,0.8567986243096695,0.0061560915366732,,
371,letter,Miracle,MNAR,0.25,0.5402028239658042,0.0526822005508596,,
372,letter,Miracle,MNAR,0.5,0.9634884893330644,0.0637777363180239,,
373,letter,Miracle,MNAR,0.75,0.9965414707794392,0.0261359245056913,,
374,magic,Miracle,MAR,0.25,0.8840902642171701,0.1411557233553519,,
375,magic,Miracle,MAR,0.5,1.0666911738712177,0.1390646062545446,,
376,magic,Miracle,MAR,0.75,1.0213599182978412,0.0336764011849165,,
377,magic,Miracle,MCAR,0.25,0.5145202343630266,0.0274545510162971,,
378,magic,Miracle,MCAR,0.5,1.626583290196077,0.2532190859654653,,
379,magic,Miracle,MCAR,0.75,0.9583643098621792,0.0533981127864066,,
380,magic,Miracle,MNAR,0.25,0.6503028684883666,0.1253461111376561,,
381,magic,Miracle,MNAR,0.5,1.472633977771968,0.1507053256710694,,
382,magic,Miracle,MNAR,0.75,1.0513875681257103,0.0595110370876751,,
383,news,Miracle,MAR,0.25,296.6879618980797,149.29297035010526,28.56222431751541,3.1907923156973386
384,news,Miracle,MAR,0.5,,,20.31393992939742,4.056586081798541
385,news,Miracle,MAR,0.75,,,18.846578418928843,0.390291793824735
386,news,Miracle,MCAR,0.25,104.17847688860208,109.52089904791865,32.49354668971787,0.4976706311943244
387,news,Miracle,MCAR,0.5,4040.293865403671,6100.717989411846,20.51142756451799,0.7413596319506836
388,news,Miracle,MCAR,0.75,,,18.77899751769289,0.1000468872440348
389,news,Miracle,MNAR,0.25,189.58573448988065,155.57823159661615,33.0439065563959,1.6919491670510027
390,news,Miracle,MNAR,0.5,658.227785636392,492.82337615924655,20.78652270415901,1.3535205057430129
391,news,Miracle,MNAR,0.75,,,18.898938012765903,0.5342120198516082
392,shoppers,Miracle,MAR,0.25,2.21185421502845,0.755691483338673,27.22149527415988,6.8331816914439845
393,shoppers,Miracle,MAR,0.5,1.3619266697790324,0.2313151731893257,30.08641469432706,5.930170561424659
394,shoppers,Miracle,MAR,0.75,1.1094868542951226,0.0048129282700224,38.33458322391706,4.678882436868591
395,shoppers,Miracle,MCAR,0.25,1.2657038943502212,0.0953892936181727,40.21614336782805,0.4651882089139843
396,shoppers,Miracle,MCAR,0.5,2.2813288405570256,0.1966334908558564,32.50401750156932,1.257652803567297
397,shoppers,Miracle,MCAR,0.75,1.1263113432654868,0.0471159350147686,38.01600973632749,0.5626881890417005
398,shoppers,Miracle,MNAR,0.25,1.596457005149701,0.3000678103119523,39.79029237595543,0.7065894903932194
399,shoppers,Miracle,MNAR,0.5,2.3733425198987783,0.2329778378005613,33.15021129885932,1.4682659628687909
400,shoppers,Miracle,MNAR,0.75,1.17449886094,0.0599863248115508,39.182863449328266,1.0625821994737417
401,adult,harpoon_ohe_mae,MAR,0.25,0.9948079570388336,0.0804553756585225,69.43810468762238,3.1101780358686826
402,adult,harpoon_ohe_mae,MAR,0.5,1.0785685632324455,0.0596401898417619,64.7967646162614,3.2915898373376384
403,adult,harpoon_ohe_mae,MAR,0.75,1.2645088837911995,0.0737068133596987,58.80651810712595,3.8499051598643454
404,adult,harpoon_ohe_mae,MCAR,0.25,1.0064816733231483,0.0580000765151692,66.53878277481189,0.1893892719710218
405,adult,harpoon_ohe_mae,MCAR,0.5,1.1161131998901246,0.0214640317381132,61.95169035020994,0.2118137302425467
406,adult,harpoon_ohe_mae,MCAR,0.75,1.2801552318880751,0.0136359454556923,55.32129362272593,0.0611270194570711
407,adult,harpoon_ohe_mae,MNAR,0.25,1.01611097526975,0.0728793403147042,66.85548510716089,1.2914326406307262
408,adult,harpoon_ohe_mae,MNAR,0.5,1.1163754648733424,0.0675532507538899,61.92496265041802,0.8529633585148779
409,adult,harpoon_ohe_mae,MNAR,0.75,1.2865698716410885,0.0539409621612234,54.930682806623736,0.7890801894079748
410,bean,harpoon_ohe_mae,MAR,0.25,0.1492911130189895,0.0562289208173751,,
411,bean,harpoon_ohe_mae,MAR,0.5,0.1911287754774093,0.0527153573930263,,
412,bean,harpoon_ohe_mae,MAR,0.75,0.3740065991878509,0.026570975780487,,
413,bean,harpoon_ohe_mae,MCAR,0.25,0.1460261940956115,0.0056388219818472,,
414,bean,harpoon_ohe_mae,MCAR,0.5,0.1780696660280227,0.0051672416739165,,
415,bean,harpoon_ohe_mae,MCAR,0.75,0.3880969583988189,0.0041576563380658,,
416,bean,harpoon_ohe_mae,MNAR,0.25,0.153590515255928,0.0292923152446746,,
417,bean,harpoon_ohe_mae,MNAR,0.5,0.1896843016147613,0.0291251316666603,,
418,bean,harpoon_ohe_mae,MNAR,0.75,0.3783283829689026,0.0463377870619297,,
419,california,harpoon_ohe_mae,MAR,0.25,0.4152411520481109,0.0443209558725357,,
420,california,harpoon_ohe_mae,MAR,0.5,0.7168238759040833,0.073703296482563,,
421,california,harpoon_ohe_mae,MAR,0.75,1.0219227075576782,0.0747780352830886,,
422,california,harpoon_ohe_mae,MCAR,0.25,0.4380809664726257,0.0075108031742274,,
423,california,harpoon_ohe_mae,MCAR,0.5,0.6989511251449585,0.0084134088829159,,
424,california,harpoon_ohe_mae,MCAR,0.75,1.1137279272079468,0.0124847823753952,,
425,california,harpoon_ohe_mae,MNAR,0.25,0.4645689129829407,0.0428645871579647,,
426,california,harpoon_ohe_mae,MNAR,0.5,0.705483078956604,0.0467621684074401,,
427,california,harpoon_ohe_mae,MNAR,0.75,1.1014795303344729,0.026723988354206,,
428,default,harpoon_ohe_mae,MAR,0.25,0.5124835890248123,0.0616742155261319,73.48921040585654,2.527762946207212
429,default,harpoon_ohe_mae,MAR,0.5,0.5268470585422987,0.0571802821790028,69.54852753662011,1.907803731331403
430,default,harpoon_ohe_mae,MAR,0.75,0.7154365044860868,0.0603761007722878,61.48018825947902,3.831189214552989
431,default,harpoon_ohe_mae,MCAR,0.25,0.4511163037122435,0.022603901574255,72.21619169882744,0.3019442324393687
432,default,harpoon_ohe_mae,MCAR,0.5,0.528437272743649,0.0198803472142713,68.25304019815027,0.3287002164639845
433,default,harpoon_ohe_mae,MCAR,0.75,0.7243136582389592,0.0123042125061791,60.54825483064656,0.2749055906485832
434,default,harpoon_ohe_mae,MNAR,0.25,0.5135216569013761,0.0951231247364016,72.58185963061801,0.6423257999879449
435,default,harpoon_ohe_mae,MNAR,0.5,0.537259400883617,0.0715914605577443,68.47549727342764,0.4484669769621259
436,default,harpoon_ohe_mae,MNAR,0.75,0.6732424321055256,0.0545187177865851,60.40307790444425,0.6441868637397118
437,gesture,harpoon_ohe_mae,MAR,0.25,0.5140081644058228,0.0940113291144371,,
438,gesture,harpoon_ohe_mae,MAR,0.5,0.6273296475410461,0.0891519412398338,,
439,gesture,harpoon_ohe_mae,MAR,0.75,0.837253212928772,0.0509734749794006,,
440,gesture,harpoon_ohe_mae,MCAR,0.25,0.4695363938808441,0.0135372020304203,,
441,gesture,harpoon_ohe_mae,MCAR,0.5,0.7033276557922363,0.0219115726649761,,
442,gesture,harpoon_ohe_mae,MCAR,0.75,0.9694771766662598,0.0226035788655281,,
443,gesture,harpoon_ohe_mae,MNAR,0.25,0.5969005823135376,0.1059561222791671,,
444,gesture,harpoon_ohe_mae,MNAR,0.5,0.7433751225471497,0.0833018571138382,,
445,gesture,harpoon_ohe_mae,MNAR,0.75,0.9063283801078796,0.0468120388686656,,
446,letter,harpoon_ohe_mae,MAR,0.25,0.5220597982406616,0.0400821268558502,,
447,letter,harpoon_ohe_mae,MAR,0.5,0.863419234752655,0.0531836934387683,,
448,letter,harpoon_ohe_mae,MAR,0.75,1.29766583442688,0.0502374321222305,,
449,letter,harpoon_ohe_mae,MCAR,0.25,0.4714512228965759,0.0094673689454793,,
450,letter,harpoon_ohe_mae,MCAR,0.5,0.8282523155212402,0.0185751225799322,,
451,letter,harpoon_ohe_mae,MCAR,0.75,1.2742129564285278,0.0204847734421491,,
452,letter,harpoon_ohe_mae,MNAR,0.25,0.4886945188045501,0.0242091622203588,,
453,letter,harpoon_ohe_mae,MNAR,0.5,0.817793071269989,0.0210691913962364,,
454,letter,harpoon_ohe_mae,MNAR,0.75,1.2512664794921875,0.0235441699624061,,
455,magic,harpoon_ohe_mae,MAR,0.25,0.9668341875076294,0.2923285067081451,,
456,magic,harpoon_ohe_mae,MAR,0.5,0.8554478883743286,0.1572818458080291,,
457,magic,harpoon_ohe_mae,MAR,0.75,1.004986047744751,0.0805900320410728,,
458,magic,harpoon_ohe_mae,MCAR,0.25,0.7911065816879272,0.0227570384740829,,
459,magic,harpoon_ohe_mae,MCAR,0.5,0.8698569536209106,0.0133949443697929,,
460,magic,harpoon_ohe_mae,MCAR,0.75,1.093075394630432,0.012490190565586,,
461,magic,harpoon_ohe_mae,MNAR,0.25,0.8757955431938171,0.149687111377716,,
462,magic,harpoon_ohe_mae,MNAR,0.5,0.8534765243530273,0.0872450172901153,,
463,magic,harpoon_ohe_mae,MNAR,0.75,1.035427808761597,0.0934402421116828,,
464,shoppers,harpoon_ohe_mae,MAR,0.25,0.7316551564661077,0.0642263702313038,51.16982367031496,5.202440566833856
465,shoppers,harpoon_ohe_mae,MAR,0.5,0.8142014599393311,0.05866509788341,48.38641983756704,4.997378953999968
466,shoppers,harpoon_ohe_mae,MAR,0.75,1.1047941527274858,0.0490429994297134,48.37027619120229,4.394315926156723
467,shoppers,harpoon_ohe_mae,MCAR,0.25,0.7438796812281743,0.032433394210067,54.66704786600978,0.5508899815431988
468,shoppers,harpoon_ohe_mae,MCAR,0.5,0.8700692770572077,0.0181317369589885,52.255719631982814,0.3074791819053915
469,shoppers,harpoon_ohe_mae,MCAR,0.75,1.0575012804092776,0.0176695303010128,49.6540905396796,0.3558892107240619
470,shoppers,harpoon_ohe_mae,MNAR,0.25,0.7846902855733383,0.0599884074140281,53.93876958076821,0.7141329705897299
471,shoppers,harpoon_ohe_mae,MNAR,0.5,0.8345592500199291,0.0117815126646017,51.84515443220137,0.893509130971884
472,shoppers,harpoon_ohe_mae,MNAR,0.75,1.071729339860689,0.0253865720908323,49.52661021649293,0.4344384202473961
473,adult,harpoon_ohe_mse,MAR,0.25,1.154380751231566,0.0920820219316983,68.38543391445505,3.043367116614111
474,adult,harpoon_ohe_mse,MAR,0.5,1.1921526455587277,0.067143548552398,63.2821134334704,3.071014522967157
475,adult,harpoon_ohe_mse,MAR,0.75,1.3755667937621765,0.0642268286221346,57.17553258415703,3.412046720390537
476,adult,harpoon_ohe_mse,MCAR,0.25,1.1896921632384376,0.0737366384913205,65.5893807703429,0.2310990771665838
477,adult,harpoon_ohe_mse,MCAR,0.5,1.251812903301823,0.0236933290447434,60.51813557875907,0.2689251233527395
478,adult,harpoon_ohe_mse,MCAR,0.75,1.3928093701067454,0.0145449352518768,53.913179529862745,0.0808313331125077
479,adult,harpoon_ohe_mse,MNAR,0.25,1.1794766046887404,0.06253508086158,65.75598449745492,1.362991601684116
480,adult,harpoon_ohe_mse,MNAR,0.5,1.2515899665859047,0.0546847908557468,60.325952410674674,0.8718428057307691
481,adult,harpoon_ohe_mse,MNAR,0.75,1.3942803018343213,0.0511827169522918,53.69275902377888,0.6638351965082523
482,bean,harpoon_ohe_mse,MAR,0.25,0.1495089083909988,0.0491627119481563,,
483,bean,harpoon_ohe_mse,MAR,0.5,0.2121277153491974,0.051147885620594,,
484,bean,harpoon_ohe_mse,MAR,0.75,0.4399239420890808,0.0226653106510639,,
485,bean,harpoon_ohe_mse,MCAR,0.25,0.1475948989391327,0.0095968525856733,,
486,bean,harpoon_ohe_mse,MCAR,0.5,0.1978063583374023,0.0062550702132284,,
487,bean,harpoon_ohe_mse,MCAR,0.75,0.4467001557350158,0.009888757020235,,
488,bean,harpoon_ohe_mse,MNAR,0.25,0.152008980512619,0.0281367786228656,,
489,bean,harpoon_ohe_mse,MNAR,0.5,0.2122709304094314,0.0335377641022205,,
490,bean,harpoon_ohe_mse,MNAR,0.75,0.4334329664707184,0.0458262376487255,,
491,california,harpoon_ohe_mse,MAR,0.25,0.5072817206382751,0.0573453903198242,,
492,california,harpoon_ohe_mse,MAR,0.5,0.8306792378425598,0.0930972248315811,,
493,california,harpoon_ohe_mse,MAR,0.75,1.1427123546600342,0.049164492636919,,
494,california,harpoon_ohe_mse,MCAR,0.25,0.5275469422340393,0.0260944794863462,,
495,california,harpoon_ohe_mse,MCAR,0.5,0.7846103310585022,0.0174020882695913,,
496,california,harpoon_ohe_mse,MCAR,0.75,1.2252728939056396,0.0194107312709093,,
497,california,harpoon_ohe_mse,MNAR,0.25,0.5646805167198181,0.0608245655894279,,
498,california,harpoon_ohe_mse,MNAR,0.5,0.7977027893066406,0.0546243898570537,,
499,california,harpoon_ohe_mse,MNAR,0.75,1.2078325748443604,0.0249403212219476,,
500,default,harpoon_ohe_mse,MAR,0.25,0.6833850034318761,0.1044722305639934,71.573596326189,2.1639405210738434
501,default,harpoon_ohe_mse,MAR,0.5,0.6660750309227881,0.0780337424006904,67.59590294853955,1.7645083817545637
502,default,harpoon_ohe_mse,MAR,0.75,0.8794753653007298,0.0694229218300826,58.8095913555393,3.9276279910273617
503,default,harpoon_ohe_mse,MCAR,0.25,0.5781928244709275,0.0234446386386284,70.34929976868287,0.415884738443403
504,default,harpoon_ohe_mse,MCAR,0.5,0.6824470002620922,0.040186623743779,66.27068930555254,0.2937823738974051
505,default,harpoon_ohe_mse,MCAR,0.75,0.869594326461146,0.0260355417904863,58.073962261804446,0.3304382452013002
506,default,harpoon_ohe_mse,MNAR,0.25,0.6646709152359812,0.1449285147644422,70.88246307974171,0.8883961873758079
507,default,harpoon_ohe_mse,MNAR,0.5,0.6931629752043162,0.1033318367470698,66.52563286685219,0.4391824126330039
508,default,harpoon_ohe_mse,MNAR,0.75,0.8039573215647458,0.0583583875308324,57.7292136139183,0.6562667507349581
509,gesture,harpoon_ohe_mse,MAR,0.25,0.5288185477256775,0.0688240677118301,,
510,gesture,harpoon_ohe_mse,MAR,0.5,0.6372302770614624,0.0813646987080574,,
511,gesture,harpoon_ohe_mse,MAR,0.75,0.902396023273468,0.0575123652815818,,
512,gesture,harpoon_ohe_mse,MCAR,0.25,0.466932475566864,0.0249065980315208,,
513,gesture,harpoon_ohe_mse,MCAR,0.5,0.7275487780570984,0.0338300578296184,,
514,gesture,harpoon_ohe_mse,MCAR,0.75,1.0146887302398682,0.0291996244341135,,
515,gesture,harpoon_ohe_mse,MNAR,0.25,0.6075499653816223,0.1090190336108207,,
516,gesture,harpoon_ohe_mse,MNAR,0.5,0.7621638178825378,0.0935084223747253,,
517,gesture,harpoon_ohe_mse,MNAR,0.75,0.9502118825912476,0.0475542172789573,,
518,letter,harpoon_ohe_mse,MAR,0.25,0.5336226224899292,0.0457634218037128,,
519,letter,harpoon_ohe_mse,MAR,0.5,0.8589009046554565,0.0532073751091957,,
520,letter,harpoon_ohe_mse,MAR,0.75,1.3314110040664673,0.053659688681364,,
521,letter,harpoon_ohe_mse,MCAR,0.25,0.4912780225276947,0.0084752142429351,,
522,letter,harpoon_ohe_mse,MCAR,0.5,0.8309095501899719,0.0179943963885307,,
523,letter,harpoon_ohe_mse,MCAR,0.75,1.293808937072754,0.013208195567131,,
524,letter,harpoon_ohe_mse,MNAR,0.25,0.4948078989982605,0.0270501170307397,,
525,letter,harpoon_ohe_mse,MNAR,0.5,0.8141829371452332,0.0230169054120779,,
526,letter,harpoon_ohe_mse,MNAR,0.75,1.278141736984253,0.0225298441946506,,
527,magic,harpoon_ohe_mse,MAR,0.25,1.1468360424041748,0.2820605933666229,,
528,magic,harpoon_ohe_mse,MAR,0.5,0.9754147529602052,0.1424297094345092,,
529,magic,harpoon_ohe_mse,MAR,0.75,1.121335506439209,0.073824256658554,,
530,magic,harpoon_ohe_mse,MCAR,0.25,0.9255404472351074,0.0310085676610469,,
531,magic,harpoon_ohe_mse,MCAR,0.5,0.969569206237793,0.0141225038096308,,
532,magic,harpoon_ohe_mse,MCAR,0.75,1.1824440956115725,0.0093617839738726,,
533,magic,harpoon_ohe_mse,MNAR,0.25,1.0301616191864014,0.1774134337902069,,
534,magic,harpoon_ohe_mse,MNAR,0.5,0.9460600018501282,0.1057339012622833,,
535,magic,harpoon_ohe_mse,MNAR,0.75,1.127500057220459,0.0740926340222358,,
536,shoppers,harpoon_ohe_mse,MAR,0.25,0.8556542155773936,0.1071312756918214,51.51190771718211,5.317765875185305
537,shoppers,harpoon_ohe_mse,MAR,0.5,0.9027631660414782,0.1013257234696983,48.235994758469936,4.918255572934816
538,shoppers,harpoon_ohe_mse,MAR,0.75,1.1722928118793727,0.051381115788708,47.756036942302245,4.4026227302824985
539,shoppers,harpoon_ohe_mse,MCAR,0.25,0.8946456428998222,0.0421567938319149,54.57471502450721,0.3114276336029656
540,shoppers,harpoon_ohe_mse,MCAR,0.5,0.9859078769962548,0.0415287272014633,52.092693960079046,0.2885273001469493
541,shoppers,harpoon_ohe_mse,MCAR,0.75,1.1545358279947693,0.028728223968135,49.09416856573502,0.4065689241434612
542,shoppers,harpoon_ohe_mse,MNAR,0.25,1.0072636000908877,0.0752989886665485,54.43804914631612,0.6331663468715977
543,shoppers,harpoon_ohe_mse,MNAR,0.5,1.0499909309223778,0.1246389590634899,51.5881825855714,0.9977304140818938
544,shoppers,harpoon_ohe_mse,MNAR,0.75,1.1476877297712758,0.0346988277590282,49.11068460357295,0.4145530033373134
545,adult,DiffPuter_Remastered,MAR,0.25,1.0411413570803494,0.0936539533934479,69.46901820399744,3.045375854500335
546,adult,DiffPuter_Remastered,MAR,0.5,1.1843232127663732,0.0799153185084119,63.32887630403932,4.584855811599796
547,adult,DiffPuter_Remastered,MAR,0.75,1.491586629013026,0.0931829996720342,56.98871336082501,3.312061817017151
548,adult,DiffPuter_Remastered,MCAR,0.25,1.047738377118327,0.0512172128029101,66.47124023828508,0.2279452624011041
549,adult,DiffPuter_Remastered,MCAR,0.5,1.2189474127809314,0.0303812765745229,60.59487681568885,0.2075281880021275
550,adult,DiffPuter_Remastered,MCAR,0.75,1.4701360852405572,0.0178644583358394,53.81875213363539,0.1737121812416889
551,adult,DiffPuter_Remastered,MNAR,0.25,1.054411871400338,0.0721638217809208,67.0219390504629,1.3113577188153922
552,adult,DiffPuter_Remastered,MNAR,0.5,1.215111091502336,0.0660264798862468,60.57400257969844,0.83823676660106
553,adult,DiffPuter_Remastered,MNAR,0.75,1.4676525049318176,0.0585398039210455,53.32776325563518,0.6257319933618355
554,bean,DiffPuter_Remastered,MAR,0.25,0.182561993598938,0.0322933942079544,,
555,bean,DiffPuter_Remastered,MAR,0.5,0.2832611203193664,0.0610097534954547,,
556,bean,DiffPuter_Remastered,MAR,0.75,0.6114975214004517,0.0398462675511837,,
557,bean,DiffPuter_Remastered,MCAR,0.25,0.159069612622261,0.0092743104323744,,
558,bean,DiffPuter_Remastered,MCAR,0.5,0.2721176743507385,0.0078420843929052,,
559,bean,DiffPuter_Remastered,MCAR,0.75,0.6306896209716797,0.0155836949124932,,
560,bean,DiffPuter_Remastered,MNAR,0.25,0.1947450637817382,0.0568489208817482,,
561,bean,DiffPuter_Remastered,MNAR,0.5,0.3038815259933471,0.0785301700234413,,
562,bean,DiffPuter_Remastered,MNAR,0.75,0.6142854690551758,0.092800460755825,,
563,california,DiffPuter_Remastered,MAR,0.25,0.4660677909851074,0.0449931472539901,,
564,california,DiffPuter_Remastered,MAR,0.5,0.785765528678894,0.1173407509922981,,
565,california,DiffPuter_Remastered,MAR,0.75,1.0995991230010986,0.0802684500813484,,
566,california,DiffPuter_Remastered,MCAR,0.25,0.4926529824733734,0.0188576281070709,,
567,california,DiffPuter_Remastered,MCAR,0.5,0.7716168165206909,0.0194566305726766,,
568,california,DiffPuter_Remastered,MCAR,0.75,1.1901808977127075,0.0110862618312239,,
569,california,DiffPuter_Remastered,MNAR,0.25,0.5133823156356812,0.0710813179612159,,
570,california,DiffPuter_Remastered,MNAR,0.5,0.7614756226539612,0.0637072175741195,,
571,california,DiffPuter_Remastered,MNAR,0.75,1.1828086376190186,0.0243906583636999,,
572,default,DiffPuter_Remastered,MAR,0.25,0.6164204305318949,0.0751000423192632,71.57990623192165,2.532055505885342
573,default,DiffPuter_Remastered,MAR,0.5,0.640804470630085,0.0747735258777203,62.92089172275959,3.0614587902834365
574,default,DiffPuter_Remastered,MAR,0.75,0.8881655274675131,0.0996372660094462,49.2427252321051,3.404679493674081
575,default,DiffPuter_Remastered,MCAR,0.25,0.5327391025912928,0.0342051717129728,69.90918224736151,0.2580058668408811
576,default,DiffPuter_Remastered,MCAR,0.5,0.6430737330249954,0.0233569052869502,61.708407347513614,0.4608793942868974
577,default,DiffPuter_Remastered,MCAR,0.75,0.9039525776833064,0.0125965222735201,49.63946563227722,0.3424436799663493
578,default,DiffPuter_Remastered,MNAR,0.25,0.6445689121378277,0.0917355944752387,70.49511461525249,0.6558809177981866
579,default,DiffPuter_Remastered,MNAR,0.5,0.6645856169185602,0.0692109447271679,62.09972096347169,0.6510448677531355
580,default,DiffPuter_Remastered,MNAR,0.75,0.8518223668162005,0.0785749578241128,49.28845074964724,0.4418309841570166
581,gesture,DiffPuter_Remastered,MAR,0.25,0.3996631801128387,0.0721286088228225,,
582,gesture,DiffPuter_Remastered,MAR,0.5,0.4828185141086578,0.0597880519926548,,
583,gesture,DiffPuter_Remastered,MAR,0.75,0.7084355354309082,0.0314545892179012,,
584,gesture,DiffPuter_Remastered,MCAR,0.25,0.3446096777915954,0.0132716251537203,,
585,gesture,DiffPuter_Remastered,MCAR,0.5,0.538005530834198,0.0099470894783735,,
586,gesture,DiffPuter_Remastered,MCAR,0.75,0.8214514851570129,0.0217999406158924,,
587,gesture,DiffPuter_Remastered,MNAR,0.25,0.4605125784873962,0.0688690543174743,,
588,gesture,DiffPuter_Remastered,MNAR,0.5,0.5700550079345703,0.0578156448900699,,
589,gesture,DiffPuter_Remastered,MNAR,0.75,0.7873865365982056,0.0455514192581176,,
590,letter,DiffPuter_Remastered,MAR,0.25,0.4229366183280945,0.0395638719201087,,
591,letter,DiffPuter_Remastered,MAR,0.5,0.7456637620925903,0.0356394872069358,,
592,letter,DiffPuter_Remastered,MAR,0.75,1.2194608449935913,0.0413115173578262,,
593,letter,DiffPuter_Remastered,MCAR,0.25,0.3857296705245971,0.0068075652234256,,
